TestCaseID,BuildID,ExecutionTime,Environment,Browser,Module,FailedStep,ErrorMessage,StackTraceSnippet,Locator,APIResponse,Duration(ms),RetryCount,Status
TC_DELETE_EMP_038,B1022,1/20/2026 18:48,Staging,Firefox,Employee,Delete Employee,Assertion passed,N/A,N/A,HTTP 200 OK,4575,0,PASS
TC_LOGIN_041,B1017,1/20/2026 18:50,UAT,Chrome,Authentication,Click Login Button,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,15727,1,FAIL
TC_VIEW_PRODUCT_022,B1012,1/20/2026 18:52,UAT,Chrome,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33774,3,FAIL
TC_VIEW_PRODUCT_015,B1036,1/20/2026 18:54,QA,Chrome,Ecommerce,View Product,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,45171,1,FAIL
TC_VIEW_EMP_027,B1008,1/20/2026 18:56,QA,Edge,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30725,2,FAIL
TC_LOGIN_001,B1007,1/20/2026 18:58,Staging,Edge,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,6567,0,PASS
TC_PURCHASE_026,B1011,1/20/2026 19:00,Staging,Chrome,Ecommerce,Purchase,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17549,0,FAIL
TC_ADD_EMP_040,B1036,1/20/2026 19:02,Staging,Chrome,Employee,Save Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17015,0,FAIL
TC_ADD_CART_049,B1001,1/20/2026 19:04,QA,Chrome,Ecommerce,Add to Cart,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34584,2,FAIL
TC_LOGIN_006,B1006,1/20/2026 19:06,UAT,Edge,Authentication,Click Login Button,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17105,1,FAIL
TC_PURCHASE_018,B1014,1/20/2026 19:08,Staging,Edge,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,6077,0,PASS
TC_RENT_016,B1015,1/20/2026 19:10,UAT,Edge,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,2816,0,PASS
TC_ADD_CART_006,B1037,1/20/2026 19:12,UAT,Edge,Ecommerce,Add to Cart,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19450,1,FAIL
TC_VIEW_PRODUCT_021,B1050,1/20/2026 19:14,UAT,Edge,Ecommerce,View Product,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19862,1,FAIL
TC_EDIT_EMP_003,B1021,1/20/2026 19:16,UAT,Firefox,Employee,Edit Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,15545,0,FAIL
TC_PURCHASE_022,B1023,1/20/2026 19:18,UAT,Edge,Ecommerce,Purchase,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33520,1,FAIL
TC_EDIT_EMP_041,B1023,1/20/2026 19:20,UAT,Firefox,Employee,Edit Employee,Assertion passed,N/A,N/A,HTTP 200 OK,2774,0,PASS
TC_DELETE_EMP_019,B1018,1/20/2026 19:22,QA,Edge,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,15268,1,FAIL
TC_VIEW_EMP_008,B1019,1/20/2026 19:24,Staging,Edge,Employee,View Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,48996,0,FAIL
TC_VIEW_PRODUCT_039,B1024,1/20/2026 19:26,UAT,Firefox,Ecommerce,View Product,Assertion passed,N/A,N/A,HTTP 200 OK,2299,0,PASS
TC_RENT_039,B1002,1/20/2026 19:28,UAT,Chrome,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32076,1,FAIL
TC_RENT_013,B1012,1/20/2026 19:30,QA,Edge,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31150,3,FAIL
TC_VIEW_PRODUCT_026,B1002,1/20/2026 19:32,UAT,Edge,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30268,1,FAIL
TC_ADD_CART_001,B1024,1/20/2026 19:34,Staging,Chrome,Ecommerce,Add to Cart,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,48473,0,FAIL
TC_RENT_038,B1040,1/20/2026 19:36,QA,Edge,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34089,1,FAIL
TC_ADD_EMP_036,B1021,1/20/2026 19:38,Staging,Firefox,Employee,Save Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,49632,1,FAIL
TC_VIEW_EMP_012,B1046,1/20/2026 19:40,UAT,Chrome,Employee,View Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,48456,1,FAIL
TC_ADD_EMP_028,B1028,1/20/2026 19:42,UAT,Edge,Employee,Save Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18867,1,FAIL
TC_DELETE_EMP_024,B1028,1/20/2026 19:44,UAT,Edge,Employee,Delete Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,46740,0,FAIL
TC_ADD_CART_034,B1038,1/20/2026 19:46,UAT,Firefox,Ecommerce,Add to Cart,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,48751,0,FAIL
TC_ADD_EMP_025,B1029,1/20/2026 19:48,QA,Edge,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,3117,0,PASS
TC_ADD_CART_042,B1024,1/20/2026 19:50,Staging,Edge,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,7580,0,PASS
TC_ADD_EMP_035,B1041,1/20/2026 19:52,Staging,Firefox,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,2221,0,PASS
TC_VIEW_EMP_045,B1048,1/20/2026 19:54,QA,Firefox,Employee,View Employee,Assertion passed,N/A,N/A,HTTP 200 OK,2656,0,PASS
TC_ADD_CART_006,B1013,1/20/2026 19:56,UAT,Chrome,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,4879,0,PASS
TC_VIEW_EMP_047,B1030,1/20/2026 19:58,QA,Firefox,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30563,1,FAIL
TC_DELETE_EMP_034,B1011,1/20/2026 20:00,Staging,Chrome,Employee,Delete Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30193,2,FAIL
TC_ADD_CART_030,B1020,1/20/2026 20:02,Staging,Chrome,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,3214,0,PASS
TC_VIEW_EMP_001,B1019,1/20/2026 20:04,UAT,Chrome,Employee,View Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,47963,1,FAIL
TC_ADD_CART_044,B1039,1/20/2026 20:06,UAT,Firefox,Ecommerce,Add to Cart,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19785,0,FAIL
TC_ADD_EMP_026,B1014,1/20/2026 20:08,QA,Edge,Employee,Save Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30985,2,FAIL
TC_ADD_EMP_013,B1048,1/20/2026 20:10,Staging,Firefox,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,6065,0,PASS
TC_DELETE_EMP_042,B1037,1/20/2026 20:12,UAT,Firefox,Employee,Delete Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,47148,0,FAIL
TC_ADD_CART_050,B1004,1/20/2026 20:14,QA,Edge,Ecommerce,Add to Cart,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31511,2,FAIL
TC_ADD_CART_044,B1017,1/20/2026 20:16,Staging,Edge,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,6918,0,PASS
TC_VIEW_PRODUCT_047,B1008,1/20/2026 20:18,QA,Edge,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31263,2,FAIL
TC_DELETE_EMP_018,B1036,1/20/2026 20:20,QA,Edge,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19004,0,FAIL
TC_ADD_CART_046,B1012,1/20/2026 20:22,UAT,Edge,Ecommerce,Add to Cart,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18315,0,FAIL
TC_VIEW_PRODUCT_027,B1025,1/20/2026 20:24,Staging,Chrome,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30155,1,FAIL
TC_DELETE_EMP_041,B1009,1/20/2026 20:26,Staging,Firefox,Employee,Delete Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30543,3,FAIL
TC_PURCHASE_001,B1001,1/20/2026 20:28,Staging,Edge,Ecommerce,Purchase,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32368,1,FAIL
TC_DELETE_EMP_009,B1014,1/20/2026 20:30,QA,Chrome,Employee,Delete Employee,Assertion passed,N/A,N/A,HTTP 200 OK,4931,0,PASS
TC_VIEW_EMP_018,B1007,1/20/2026 20:32,UAT,Chrome,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34022,1,FAIL
TC_ADD_CART_013,B1002,1/20/2026 20:34,UAT,Chrome,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,4529,0,PASS
TC_DELETE_EMP_007,B1002,1/20/2026 20:36,UAT,Edge,Employee,Delete Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32231,1,FAIL
TC_VIEW_EMP_006,B1015,1/20/2026 20:38,UAT,Chrome,Employee,View Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19075,1,FAIL
TC_ADD_EMP_048,B1042,1/20/2026 20:40,UAT,Edge,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,6146,0,PASS
TC_VIEW_PRODUCT_042,B1038,1/20/2026 20:42,QA,Firefox,Ecommerce,View Product,Assertion passed,N/A,N/A,HTTP 200 OK,4951,0,PASS
TC_PURCHASE_040,B1028,1/20/2026 20:44,UAT,Firefox,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,5220,0,PASS
TC_ADD_CART_022,B1039,1/20/2026 20:46,Staging,Firefox,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,6657,0,PASS
TC_LOGIN_045,B1048,1/20/2026 20:48,UAT,Chrome,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,2771,0,PASS
TC_EDIT_EMP_002,B1047,1/20/2026 20:50,UAT,Edge,Employee,Edit Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17066,1,FAIL
TC_VIEW_PRODUCT_008,B1022,1/20/2026 20:52,Staging,Chrome,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33993,2,FAIL
TC_VIEW_PRODUCT_017,B1004,1/20/2026 20:54,QA,Firefox,Ecommerce,View Product,Assertion passed,N/A,N/A,HTTP 200 OK,3027,0,PASS
TC_PURCHASE_046,B1036,1/20/2026 20:56,QA,Chrome,Ecommerce,Purchase,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30452,1,FAIL
TC_PURCHASE_006,B1005,1/20/2026 20:58,QA,Firefox,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,4254,0,PASS
TC_ADD_CART_019,B1001,1/20/2026 21:00,Staging,Chrome,Ecommerce,Add to Cart,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31240,1,FAIL
TC_LOGIN_039,B1040,1/20/2026 21:02,UAT,Edge,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,5315,0,PASS
TC_EDIT_EMP_010,B1031,1/20/2026 21:04,UAT,Edge,Employee,Edit Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31063,1,FAIL
TC_VIEW_EMP_038,B1026,1/20/2026 21:06,UAT,Chrome,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33630,1,FAIL
TC_LOGIN_037,B1041,1/20/2026 21:08,QA,Edge,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,6708,0,PASS
TC_ADD_EMP_024,B1004,1/20/2026 21:10,Staging,Edge,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,4964,0,PASS
TC_VIEW_EMP_022,B1045,1/20/2026 21:12,Staging,Firefox,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33438,2,FAIL
TC_ADD_CART_018,B1026,1/20/2026 21:14,Staging,Chrome,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,5668,0,PASS
TC_VIEW_EMP_028,B1038,1/20/2026 21:16,UAT,Edge,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34635,1,FAIL
TC_DELETE_EMP_032,B1034,1/20/2026 21:18,UAT,Chrome,Employee,Delete Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,46522,0,FAIL
TC_LOGIN_021,B1011,1/20/2026 21:20,UAT,Edge,Authentication,Click Login Button,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32120,2,FAIL
TC_PURCHASE_046,B1010,1/20/2026 21:22,QA,Edge,Ecommerce,Purchase,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,49082,1,FAIL
TC_RENT_009,B1033,1/20/2026 21:24,Staging,Chrome,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34778,3,FAIL
TC_EDIT_EMP_027,B1034,1/20/2026 21:26,Staging,Chrome,Employee,Edit Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17531,1,FAIL
TC_PURCHASE_040,B1028,1/20/2026 21:28,QA,Chrome,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,2170,0,PASS
TC_DELETE_EMP_011,B1041,1/20/2026 21:30,Staging,Chrome,Employee,Delete Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30046,1,FAIL
TC_DELETE_EMP_025,B1050,1/20/2026 21:32,UAT,Edge,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19560,0,FAIL
TC_EDIT_EMP_038,B1015,1/20/2026 21:34,Staging,Chrome,Employee,Edit Employee,Assertion passed,N/A,N/A,HTTP 200 OK,2708,0,PASS
TC_DELETE_EMP_003,B1011,1/20/2026 21:36,Staging,Firefox,Employee,Delete Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34343,2,FAIL
TC_LOGIN_050,B1007,1/20/2026 21:38,QA,Firefox,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,7491,0,PASS
TC_LOGIN_048,B1045,1/20/2026 21:40,UAT,Firefox,Authentication,Click Login Button,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,45731,0,FAIL
TC_RENT_037,B1014,1/20/2026 21:42,Staging,Firefox,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32232,2,FAIL
TC_PURCHASE_015,B1031,1/20/2026 21:44,UAT,Chrome,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,6396,0,PASS
TC_ADD_EMP_013,B1045,1/20/2026 21:46,UAT,Chrome,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,7789,0,PASS
TC_ADD_EMP_037,B1030,1/20/2026 21:48,UAT,Chrome,Employee,Save Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,15029,0,FAIL
TC_DELETE_EMP_024,B1018,1/20/2026 21:50,QA,Edge,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,16772,0,FAIL
TC_EDIT_EMP_026,B1047,1/20/2026 21:52,QA,Firefox,Employee,Edit Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19252,0,FAIL
TC_RENT_023,B1007,1/20/2026 21:54,QA,Edge,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34514,2,FAIL
TC_RENT_009,B1030,1/20/2026 21:56,UAT,Firefox,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,4395,0,PASS
TC_RENT_041,B1000,1/20/2026 21:58,QA,Firefox,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,5593,0,PASS
TC_PURCHASE_047,B1020,1/20/2026 22:00,QA,Firefox,Ecommerce,Purchase,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32808,3,FAIL
TC_RENT_028,B1039,1/20/2026 22:02,Staging,Edge,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33297,3,FAIL
TC_PURCHASE_036,B1033,1/20/2026 22:04,UAT,Firefox,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,7630,0,PASS
TC_VIEW_EMP_015,B1026,1/20/2026 22:06,Staging,Edge,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30174,1,FAIL
TC_LOGIN_029,B1003,1/20/2026 22:08,QA,Chrome,Authentication,Click Login Button,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,46445,0,FAIL
TC_VIEW_PRODUCT_013,B1010,1/20/2026 22:10,UAT,Edge,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33418,3,FAIL
TC_VIEW_PRODUCT_046,B1003,1/20/2026 22:12,UAT,Chrome,Ecommerce,View Product,Assertion passed,N/A,N/A,HTTP 200 OK,2906,0,PASS
TC_ADD_EMP_015,B1039,1/20/2026 22:14,Staging,Firefox,Employee,Save Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19511,0,FAIL
TC_ADD_EMP_029,B1027,1/20/2026 22:16,Staging,Firefox,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,3429,0,PASS
TC_ADD_EMP_010,B1000,1/20/2026 22:18,QA,Chrome,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,3239,0,PASS
TC_VIEW_PRODUCT_048,B1003,1/20/2026 22:20,UAT,Edge,Ecommerce,View Product,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19764,1,FAIL
TC_VIEW_EMP_014,B1040,1/20/2026 22:22,QA,Chrome,Employee,View Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19012,0,FAIL
TC_LOGIN_036,B1021,1/20/2026 22:24,QA,Firefox,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,3908,0,PASS
TC_VIEW_EMP_011,B1014,1/20/2026 22:26,QA,Edge,Employee,View Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17240,1,FAIL
TC_VIEW_EMP_019,B1003,1/20/2026 22:28,Staging,Firefox,Employee,View Employee,Assertion passed,N/A,N/A,HTTP 200 OK,2239,0,PASS
TC_ADD_CART_023,B1021,1/20/2026 22:30,QA,Chrome,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,5949,0,PASS
TC_LOGIN_018,B1006,1/20/2026 22:32,UAT,Firefox,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,3849,0,PASS
TC_ADD_EMP_039,B1032,1/20/2026 22:34,QA,Chrome,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,5178,0,PASS
TC_DELETE_EMP_035,B1000,1/20/2026 22:36,Staging,Edge,Employee,Delete Employee,Assertion passed,N/A,N/A,HTTP 200 OK,2658,0,PASS
TC_VIEW_EMP_003,B1003,1/20/2026 22:38,QA,Firefox,Employee,View Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17800,0,FAIL
TC_LOGIN_002,B1004,1/20/2026 22:40,Staging,Firefox,Authentication,Click Login Button,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,49091,1,FAIL
TC_RENT_032,B1020,1/20/2026 22:42,UAT,Edge,Ecommerce,Rent Item,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,47077,1,FAIL
TC_ADD_EMP_043,B1004,1/20/2026 22:44,Staging,Firefox,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,6239,0,PASS
TC_EDIT_EMP_005,B1001,1/20/2026 22:46,QA,Edge,Employee,Edit Employee,Assertion passed,N/A,N/A,HTTP 200 OK,4054,0,PASS
TC_VIEW_PRODUCT_036,B1047,1/20/2026 22:48,QA,Edge,Ecommerce,View Product,Assertion passed,N/A,N/A,HTTP 200 OK,5962,0,PASS
TC_ADD_CART_020,B1017,1/20/2026 22:50,QA,Edge,Ecommerce,Add to Cart,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18043,1,FAIL
TC_ADD_CART_013,B1000,1/20/2026 22:52,QA,Chrome,Ecommerce,Add to Cart,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18096,0,FAIL
TC_LOGIN_044,B1039,1/20/2026 22:54,Staging,Chrome,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,2047,0,PASS
TC_EDIT_EMP_047,B1037,1/20/2026 22:56,Staging,Edge,Employee,Edit Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,16280,0,FAIL
TC_LOGIN_008,B1008,1/20/2026 22:58,UAT,Firefox,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,4579,0,PASS
TC_ADD_CART_010,B1003,1/20/2026 23:00,QA,Firefox,Ecommerce,Add to Cart,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30272,3,FAIL
TC_DELETE_EMP_012,B1014,1/20/2026 23:02,QA,Edge,Employee,Delete Employee,Assertion passed,N/A,N/A,HTTP 200 OK,5905,0,PASS
TC_RENT_045,B1001,1/20/2026 23:04,Staging,Edge,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,7092,0,PASS
TC_LOGIN_018,B1025,1/20/2026 23:06,UAT,Edge,Authentication,Click Login Button,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,49216,0,FAIL
TC_DELETE_EMP_031,B1050,1/20/2026 23:08,QA,Firefox,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,15140,0,FAIL
TC_VIEW_EMP_003,B1002,1/20/2026 23:10,QA,Edge,Employee,View Employee,Assertion passed,N/A,N/A,HTTP 200 OK,6464,0,PASS
TC_ADD_EMP_042,B1039,1/20/2026 23:12,QA,Edge,Employee,Save Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,49013,0,FAIL
TC_VIEW_EMP_026,B1039,1/20/2026 23:14,UAT,Edge,Employee,View Employee,Assertion passed,N/A,N/A,HTTP 200 OK,7269,0,PASS
TC_VIEW_PRODUCT_005,B1000,1/20/2026 23:16,Staging,Edge,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31489,1,FAIL
TC_VIEW_EMP_011,B1042,1/20/2026 23:18,UAT,Firefox,Employee,View Employee,Assertion passed,N/A,N/A,HTTP 200 OK,4195,0,PASS
TC_EDIT_EMP_002,B1047,1/20/2026 23:20,UAT,Firefox,Employee,Edit Employee,Assertion passed,N/A,N/A,HTTP 200 OK,3579,0,PASS
TC_ADD_CART_045,B1046,1/20/2026 23:22,Staging,Firefox,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,6953,0,PASS
TC_VIEW_PRODUCT_042,B1040,1/20/2026 23:24,QA,Firefox,Ecommerce,View Product,Assertion passed,N/A,N/A,HTTP 200 OK,4125,0,PASS
TC_LOGIN_010,B1019,1/20/2026 23:26,UAT,Chrome,Authentication,Click Login Button,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34133,2,FAIL
TC_VIEW_EMP_010,B1011,1/20/2026 23:28,Staging,Edge,Employee,View Employee,Assertion passed,N/A,N/A,HTTP 200 OK,2201,0,PASS
TC_PURCHASE_003,B1018,1/20/2026 23:30,QA,Edge,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,4228,0,PASS
TC_PURCHASE_048,B1047,1/20/2026 23:32,QA,Chrome,Ecommerce,Purchase,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31302,1,FAIL
TC_DELETE_EMP_002,B1021,1/20/2026 23:34,Staging,Firefox,Employee,Delete Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,47502,1,FAIL
TC_ADD_EMP_050,B1021,1/20/2026 23:36,QA,Edge,Employee,Save Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18388,1,FAIL
TC_VIEW_EMP_022,B1019,1/20/2026 23:38,Staging,Edge,Employee,View Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19908,0,FAIL
TC_LOGIN_003,B1002,1/20/2026 23:40,Staging,Edge,Authentication,Click Login Button,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,16895,1,FAIL
